detail_id,order_id,product_id,quantity,unit_price
226,79,40,4,6.50
227,79,42,6,29.90
228,79,29,4,9.80
229,80,9,1,64.90
230,80,34,3,3.60
231,80,35,2,10.50
232,80,19,2,58.90
233,81,8,3,39.90
234,81,47,1,3.90
235,81,4,4,44.50
236,81,24,7,7.50
237,81,17,2,39.90
238,81,41,3,41.00
239,82,46,4,26.50
240,82,37,4,22.50
241,83,7,4,21.50
242,83,10,5,52.75
243,84,34,3,3.60
244,84,26,3,32.00
245,85,47,2,3.90
246,85,27,2,48.90
247,85,11,8,89.90
248,85,10,3,52.75
249,85,33,3,7.40
250,85,9,4,64.90
251,86,27,1,48.90
252,87,32,5,6.90
253,87,2,1,799.00
254,88,32,2,6.90
255,88,1,5,349.90
256,88,8,2,39.90
257,88,36,3,24.90
258,89,30,3,4.20
259,89,49,1,9.90
260,89,29,4,9.80
261,90,3,6,59.90
262,90,43,4,17.50
263,91,36,1,24.90
264,92,2,7,799.00
265,92,8,1,39.90
266,92,43,1,17.50
267,93,21,1,11.50
268,93,26,5,32.00
269,93,38,1,34.90
270,94,11,2,89.90
271,95,21,1,11.50
272,96,8,1,39.90
273,96,4,4,44.50
274,97,36,1,24.90
275,97,27,1,48.90
276,98,9,2,64.90
277,98,20,1,42.00
278,98,37,3,22.50
279,99,28,1,36.50
280,99,36,5,24.90
281,99,29,8,9.80
282,100,44,10,21.90
283,100,25,5,14.90
284,101,8,4,39.90
285,101,9,10,64.90
286,102,41,3,41.00
287,102,17,2,39.90
288,102,46,1,26.50
289,102,29,7,9.80
290,102,18,2,69.50
291,102,16,6,12.90
292,103,45,4,37.90
293,103,46,3,26.50
294,103,32,4,6.90
295,104,25,2,14.90
296,104,39,1,8.90
297,105,15,4,119.00
298,105,48,4,5.80
299,105,2,4,799.00
300,106,24,2,7.50
301,106,3,4,59.90
302,106,18,3,69.50
303,107,36,4,24.90
304,107,13,4,45.00
305,107,43,3,17.50
306,108,18,10,69.50
307,108,13,4,45.00
308,108,44,3,21.90
309,108,2,1,799.00
310,109,27,1,48.90
311,109,18,3,69.50
312,110,35,1,10.50
313,110,29,1,9.80
314,110,21,3,11.50
315,110,1,1,349.90
316,110,26,4,32.00
317,111,7,2,21.50
318,111,2,1,799.00
319,111,31,5,8.75
320,112,22,3,18.75
321,112,34,2,3.60
322,112,16,1,12.90
323,112,5,2,18.90
324,112,50,1,6.75
325,113,29,1,9.80
326,114,7,4,21.50
327,114,40,1,6.50
328,115,40,4,6.50
329,115,7,2,21.50
330,115,22,2,18.75
331,115,42,1,29.90
332,115,44,1,21.90
333,116,27,4,48.90
334,116,31,2,8.75
335,117,23,4,8.90
336,117,20,1,42.00
337,117,38,2,34.90
338,117,35,2,10.50
339,118,36,2,24.90
340,118,4,8,44.50
341,118,28,3,36.50
342,119,38,8,34.90
343,119,37,3,22.50
344,120,30,2,4.20
345,120,40,4,6.50
346,120,14,5,28.90
347,120,16,5,12.90
348,121,36,1,24.90
349,121,8,2,39.90
350,122,15,4,119.00
351,122,17,2,39.90
352,123,44,1,21.90
353,124,11,8,89.90
354,124,34,10,3.60
355,125,25,2,14.90
356,125,45,3,37.90
357,126,4,5,44.50
358,126,41,5,41.00
359,127,40,2,6.50
360,127,5,6,18.90
361,127,11,4,89.90
362,127,33,2,7.40
363,128,18,3,69.50
364,128,38,5,34.90
365,128,26,3,32.00
366,129,25,7,14.90
367,129,37,2,22.50
368,129,11,3,89.90
369,130,40,2,6.50
370,130,22,2,18.75
371,130,28,2,36.50
372,131,6,2,72.00
373,132,3,3,59.90
374,133,9,4,64.90
375,133,49,6,9.90
376,133,46,1,26.50
377,134,1,9,349.90
378,134,31,7,8.75
379,134,42,5,29.90
380,134,33,1,7.40
381,135,6,2,72.00
382,135,21,7,11.50
383,135,13,2,45.00
384,136,32,1,6.90
385,136,43,2,17.50
386,136,23,4,8.90
387,136,22,4,18.75
388,137,22,3,18.75
389,137,37,3,22.50
390,138,31,2,8.75
391,138,7,8,21.50
392,139,32,1,6.90
393,139,2,8,799.00
394,139,12,2,24.90
395,139,13,1,45.00
396,140,27,3,48.90
397,140,26,2,32.00
398,140,11,1,89.90
399,140,8,7,39.90
400,140,9,5,64.90
401,141,20,3,42.00
402,141,38,4,34.90
403,141,13,1,45.00
404,142,32,1,6.90
405,142,30,3,4.20
406,142,37,6,22.50
407,142,3,2,59.90
408,142,48,5,5.80
409,143,40,2,6.50
410,143,47,2,3.90
411,144,18,6,69.50
412,144,41,4,41.00
413,144,35,4,10.50
414,144,19,1,58.90
415,144,43,2,17.50
416,145,27,1,48.90
417,145,29,1,9.80
418,145,11,1,89.90
419,145,17,3,39.90
420,146,8,4,39.90
421,147,46,5,26.50
422,147,29,5,9.80
423,147,9,1,64.90
424,147,31,1,8.75
425,148,23,1,8.90
426,148,12,1,24.90
427,149,4,1,44.50
428,149,39,4,8.90
429,150,1,4,349.90
430,150,22,1,18.75
431,150,13,7,45.00
432,151,21,1,11.50
433,151,36,1,24.90
434,151,41,3,41.00
435,152,1,1,349.90
436,152,25,3,14.90
437,152,14,1,28.90
438,152,30,3,4.20
439,153,35,5,10.50
440,154,45,2,37.90
441,154,9,5,64.90
442,154,22,2,18.75
443,154,12,2,24.90
444,154,41,3,41.00
445,154,50,3,6.75
446,155,8,4,39.90
447,155,20,4,42.00
448,155,16,3,12.90
449,156,47,3,3.90
450,157,42,1,29.90
451,157,19,3,58.90
452,157,2,6,799.00
453,157,15,3,119.00
454,157,22,1,18.75
455,157,46,4,26.50
456,158,32,1,6.90
457,159,14,1,28.90
458,159,16,4,12.90
459,159,33,2,7.40
460,160,41,5,41.00
461,160,13,2,45.00
462,160,18,7,69.50
463,161,31,2,8.75
464,161,2,1,799.00
465,161,49,6,9.90
466,161,25,2,14.90
467,162,36,2,24.90
468,162,39,2,8.90
469,163,26,2,32.00
470,163,48,9,5.80
471,163,24,1,7.50
472,163,25,6,14.90
473,163,32,10,6.90
474,164,49,4,9.90
475,164,47,3,3.90
476,164,23,2,8.90
477,164,33,1,7.40
478,165,46,1,26.50
479,165,44,3,21.90
480,166,43,1,17.50
481,166,11,1,89.90
482,166,1,4,349.90
483,167,28,4,36.50
484,167,17,3,39.90
485,168,6,5,72.00
486,168,7,5,21.50
487,168,41,1,41.00
488,168,37,1,22.50
489,168,50,4,6.75
490,169,27,4,48.90
491,169,34,1,3.60
492,169,42,2,29.90
493,169,19,4,58.90
494,170,12,5,24.90
495,171,19,2,58.90
496,171,6,1,72.00
497,172,1,3,349.90
498,172,43,9,17.50
499,173,22,2,18.75
500,173,39,4,8.90
501,173,28,2,36.50
502,174,22,4,18.75
503,174,7,6,21.50
504,174,1,1,349.90
505,174,30,3,4.20
506,174,45,5,37.90
507,174,26,1,32.00
508,175,1,3,349.90
509,175,41,5,41.00
510,175,21,8,11.50
511,175,2,4,799.00
512,176,31,3,8.75
513,176,43,4,17.50
514,176,45,5,37.90
515,176,7,5,21.50
516,176,25,4,14.90
517,176,19,4,58.90
518,177,8,3,39.90
519,177,31,1,8.75
520,177,43,1,17.50
521,178,15,2,119.00
522,178,47,6,3.90
523,178,17,1,39.90
524,178,43,1,17.50
525,179,50,6,6.75
526,179,39,4,8.90
527,179,5,4,18.90
528,179,42,3,29.90
529,179,22,4,18.75
530,179,25,8,14.90
531,180,38,4,34.90
532,180,13,1,45.00
533,181,13,2,45.00
534,181,25,2,14.90
535,181,28,4,36.50
536,182,30,5,4.20
537,182,21,2,11.50
538,182,10,1,52.75
539,183,45,1,37.90
540,183,8,5,39.90
541,184,10,7,52.75
542,184,46,1,26.50
543,184,14,4,28.90
544,184,47,6,3.90
545,185,22,2,18.75
546,185,28,2,36.50
547,185,44,2,21.90
548,186,7,4,21.50
549,186,9,3,64.90
550,186,21,5,11.50
551,187,10,1,52.75
552,187,14,3,28.90
553,187,48,2,5.80
554,188,44,1,21.90
555,188,11,1,89.90
556,188,4,9,44.50
557,188,7,3,21.50
558,188,23,3,8.90
559,188,31,8,8.75
560,189,12,4,24.90
561,189,42,10,29.90
562,189,48,4,5.80
563,189,25,1,14.90
564,190,6,1,72.00
565,191,38,10,34.90
566,191,12,4,24.90
567,191,25,2,14.90
568,191,31,1,8.75
569,192,26,2,32.00
570,192,36,3,24.90
571,192,35,3,10.50
572,192,34,4,3.60
573,193,12,2,24.90
574,193,1,2,349.90
575,193,36,1,24.90
576,194,20,2,42.00
577,195,34,3,3.60
578,195,19,4,58.90
579,195,43,3,17.50
580,195,35,9,10.50
581,195,29,2,9.80
582,195,9,3,64.90
583,196,14,3,28.90
584,196,9,1,64.90
585,197,11,1,89.90
586,197,26,1,32.00
587,197,30,2,4.20
588,198,13,3,45.00
589,198,46,5,26.50
590,198,24,3,7.50
591,198,37,2,22.50
592,199,8,4,39.90
593,200,15,1,119.00
594,201,34,4,3.60
595,202,36,1,24.90
596,202,18,7,69.50
597,202,39,2,8.90
598,202,7,2,21.50
599,202,4,4,44.50
600,203,44,4,21.90
601,203,33,3,7.40
602,204,39,4,8.90
603,204,27,1,48.90
604,205,15,7,119.00
605,205,20,2,42.00
606,205,41,2,41.00
607,205,6,1,72.00
608,206,32,8,6.90
609,206,1,2,349.90
610,207,48,2,5.80
611,207,1,3,349.90
612,207,46,2,26.50
613,208,44,2,21.90
614,208,49,1,9.90
615,208,34,2,3.60
616,208,15,1,119.00
617,208,12,2,24.90
618,208,5,1,18.90
619,209,17,4,39.90
620,209,14,3,28.90
621,209,1,1,349.90
622,210,32,2,6.90
623,210,4,2,44.50
624,210,23,1,8.90
625,210,1,2,349.90
626,210,40,4,6.50
627,211,1,1,349.90
628,211,10,2,52.75
629,211,50,2,6.75
630,211,43,2,17.50
631,211,17,1,39.90
632,212,28,2,36.50
633,212,1,5,349.90
634,213,11,1,89.90
635,213,43,2,17.50
636,213,13,2,45.00
637,213,31,4,8.75
638,213,18,1,69.50
639,214,2,4,799.00
640,214,9,1,64.90
641,214,10,4,52.75
642,214,23,2,8.90
643,214,33,8,7.40
644,214,1,4,349.90
645,215,33,1,7.40
646,215,12,4,24.90
647,216,7,3,21.50
648,216,45,1,37.90
649,216,47,5,3.90
650,216,33,3,7.40
651,217,40,5,6.50
652,217,13,2,45.00
653,217,6,3,72.00
654,218,4,1,44.50
655,218,20,2,42.00
656,218,8,2,39.90
657,219,14,6,28.90
658,219,19,1,58.90
659,219,31,1,8.75
660,219,18,7,69.50
661,220,24,3,7.50
662,220,48,2,5.80
663,220,50,3,6.75
664,220,38,1,34.90
665,221,7,3,21.50
666,221,5,2,18.90
667,221,35,2,10.50
668,222,49,2,9.90
669,222,36,4,24.90
670,222,23,6,8.90
671,222,24,1,7.50
672,223,9,1,64.90
673,223,19,8,58.90
674,223,3,1,59.90
675,223,37,5,22.50
676,224,36,2,24.90
677,224,50,1,6.75
678,224,25,1,14.90
679,225,17,4,39.90
680,225,20,3,42.00
681,225,15,1,119.00
682,225,19,1,58.90
683,226,4,9,44.50
684,226,42,9,29.90
685,227,36,2,24.90
686,227,17,9,39.90
687,227,47,3,3.90
688,227,9,1,64.90
689,227,27,2,48.90
690,227,40,4,6.50
691,228,42,3,29.90
692,228,17,5,39.90
693,228,41,1,41.00
694,228,39,1,8.90
695,229,24,2,7.50
696,229,10,2,52.75
697,229,31,5,8.75
698,229,6,1,72.00
699,230,26,1,32.00
700,230,44,2,21.90
701,230,39,2,8.90
702,230,13,3,45.00
703,230,5,2,18.90
704,231,1,4,349.90
705,232,7,3,21.50
706,233,11,1,89.90
707,233,20,3,42.00
708,233,22,1,18.75
709,233,31,3,8.75
710,233,10,1,52.75
711,234,2,2,799.00
712,234,15,2,119.00
713,234,28,6,36.50
714,234,25,4,14.90
715,234,10,4,52.75
716,235,19,2,58.90
717,235,23,6,8.90
718,235,5,1,18.90
719,235,40,1,6.50
720,235,22,1,18.75
721,235,8,2,39.90
722,236,7,6,21.50
723,236,18,3,69.50
724,237,50,2,6.75
725,237,42,5,29.90
726,237,10,8,52.75
727,237,21,5,11.50
728,237,48,1,5.80
729,237,25,2,14.90
730,238,31,3,8.75
731,238,45,3,37.90
732,238,27,1,48.90
733,239,25,2,14.90
734,239,6,3,72.00
735,239,38,4,34.90
736,239,46,4,26.50
737,240,9,6,64.90
738,240,8,2,39.90
739,240,4,5,44.50
740,241,4,8,44.50
741,241,48,4,5.80
742,241,9,2,64.90
743,241,8,1,39.90
744,242,11,2,89.90
745,242,2,1,799.00
746,242,10,1,52.75
747,243,45,4,37.90
748,243,20,2,42.00
749,243,31,3,8.75
750,243,27,1,48.90
751,244,28,4,36.50
752,245,11,3,89.90
753,245,18,8,69.50
754,245,6,1,72.00
755,246,21,5,11.50
756,246,42,1,29.90
757,246,26,5,32.00
758,247,2,1,799.00
759,247,16,1,12.90
760,247,19,1,58.90
761,247,11,6,89.90
762,247,35,1,10.50
763,248,3,7,59.90
764,248,4,1,44.50
765,248,21,2,11.50
766,248,6,2,72.00
767,249,7,3,21.50
768,249,22,3,18.75
769,249,27,4,48.90
770,249,48,1,5.80
771,250,6,6,72.00
772,250,41,5,41.00
773,250,46,3,26.50
774,250,15,4,119.00
775,251,19,2,58.90
776,252,32,1,6.90
777,252,7,5,21.50
778,252,1,3,349.90
779,253,5,3,18.90
780,253,18,2,69.50
781,254,29,8,9.80
782,254,42,2,29.90
783,254,9,2,64.90
784,254,8,2,39.90
785,255,21,4,11.50
786,255,24,3,7.50
787,255,6,1,72.00
788,256,10,2,52.75
789,256,7,3,21.50
790,256,19,5,58.90
791,257,30,1,4.20
792,257,7,1,21.50
793,257,6,7,72.00
794,258,14,2,28.90
795,258,45,1,37.90
796,258,48,1,5.80
797,259,4,1,44.50
798,259,24,1,7.50
799,259,28,1,36.50
800,259,31,4,8.75
801,260,46,2,26.50
802,261,22,2,18.75
803,261,49,2,9.90
804,261,20,2,42.00
805,261,11,4,89.90
806,261,13,1,45.00
807,262,13,3,45.00
808,262,5,2,18.90
809,262,47,9,3.90
810,262,43,7,17.50
811,262,38,4,34.90
812,263,44,2,21.90
813,264,38,1,34.90
814,264,7,8,21.50
815,264,3,2,59.90
816,265,37,6,22.50
817,265,1,3,349.90
818,265,24,5,7.50
819,265,48,4,5.80
820,265,2,3,799.00
821,265,20,2,42.00
822,266,28,1,36.50
823,266,24,3,7.50
824,267,7,3,21.50
825,267,6,2,72.00
826,267,42,2,29.90
827,267,2,4,799.00
828,268,14,2,28.90
829,268,15,1,119.00
830,268,50,2,6.75
831,268,30,1,4.20
832,268,36,8,24.90
833,269,15,2,119.00
834,269,33,5,7.40
835,270,3,5,59.90
836,270,1,3,349.90
837,270,2,4,799.00
838,270,10,2,52.75
839,270,24,1,7.50
840,271,4,2,44.50
841,271,37,7,22.50
842,272,9,3,64.90
843,272,33,2,7.40
844,272,8,4,39.90
845,272,41,6,41.00
846,273,50,3,6.75
847,274,30,1,4.20
848,274,41,3,41.00
849,274,50,1,6.75
850,274,23,1,8.90
851,275,10,1,52.75
852,275,41,9,41.00
853,276,12,1,24.90
854,276,6,5,72.00
855,277,41,4,41.00
856,277,5,2,18.90
857,277,14,2,28.90
858,278,3,10,59.90
859,278,8,2,39.90
860,278,22,3,18.75
861,279,2,3,799.00
862,280,6,4,72.00
863,281,30,3,4.20
864,281,48,2,5.80
865,281,32,1,6.90
866,281,28,1,36.50
867,282,20,2,42.00
868,282,11,6,89.90
869,282,14,2,28.90
870,282,47,4,3.90
871,283,5,6,18.90
872,283,29,7,9.80
873,283,11,1,89.90
874,284,21,2,11.50
875,285,1,2,349.90
876,285,46,2,26.50
877,286,7,4,21.50
878,286,36,7,24.90
879,286,18,5,69.50
880,287,13,5,45.00
881,287,4,2,44.50
882,288,2,3,799.00
883,289,34,3,3.60
884,289,3,1,59.90
885,289,22,1,18.75
886,290,21,1,11.50
887,290,32,2,6.90
888,290,40,9,6.50
889,291,15,1,119.00
890,292,47,6,3.90
891,293,8,1,39.90
892,293,4,4,44.50
893,293,20,5,42.00
894,293,5,2,18.90
895,294,27,1,48.90
896,294,41,3,41.00
897,294,29,3,9.80
898,294,43,3,17.50
899,295,23,3,8.90
900,295,36,5,24.90
901,295,16,4,12.90
902,295,43,1,17.50
903,296,14,5,28.90
904,297,33,6,7.40
905,297,7,2,21.50
906,297,9,2,64.90
907,297,15,3,119.00
908,298,37,4,22.50
909,298,42,1,29.90
910,298,7,6,21.50
911,298,10,1,52.75
912,298,30,1,4.20
913,298,48,3,5.80
914,299,33,3,7.40
915,299,28,1,36.50
916,300,12,1,24.90
917,300,39,3,8.90
918,301,3,3,59.90
919,302,47,5,3.90
920,303,19,1,58.90
921,303,47,6,3.90
922,303,1,3,349.90
923,303,7,4,21.50
924,304,30,8,4.20
925,304,10,3,52.75
926,305,1,3,349.90
927,305,39,2,8.90
928,305,23,1,8.90
929,305,31,1,8.75
930,306,10,1,52.75
931,306,50,2,6.75
932,307,30,5,4.20
933,307,1,2,349.90
934,308,47,8,3.90
935,308,41,5,41.00
936,308,2,3,799.00
937,308,10,1,52.75
938,309,13,8,45.00
939,309,25,5,14.90
940,309,41,4,41.00
941,309,7,6,21.50
942,310,27,2,48.90
943,310,18,1,69.50
944,311,23,2,8.90
945,311,19,4,58.90
946,311,8,2,39.90
947,311,1,1,349.90
948,312,30,1,4.20
949,312,3,5,59.90
950,313,19,4,58.90
951,314,47,1,3.90
952,315,25,6,14.90
953,315,28,6,36.50
954,315,26,3,32.00
955,315,7,1,21.50
956,316,13,2,45.00
957,316,20,6,42.00
958,316,6,2,72.00
959,317,33,2,7.40
960,317,44,2,21.90
961,317,46,2,26.50
962,317,23,2,8.90
963,318,16,3,12.90
964,318,38,1,34.90
965,319,30,1,4.20
966,319,49,1,9.90
967,319,34,9,3.60
968,319,4,1,44.50
969,320,38,4,34.90
970,321,41,5,41.00
971,321,10,3,52.75
972,321,20,1,42.00
973,321,47,1,3.90
974,321,1,1,349.90
975,322,4,2,44.50
976,322,8,9,39.90
977,322,20,5,42.00
978,323,28,1,36.50
979,323,10,1,52.75
980,323,41,4,41.00
981,324,7,2,21.50
982,324,38,3,34.90
983,325,8,2,39.90
984,325,37,3,22.50
985,326,9,6,64.90
986,326,30,2,4.20
987,327,25,3,14.90
988,327,33,2,7.40
989,327,5,4,18.90
990,327,12,2,24.90
991,328,25,3,14.90
992,328,31,3,8.75
993,328,39,6,8.90
994,329,5,1,18.90
995,329,3,1,59.90
996,329,2,1,799.00
997,329,47,7,3.90
998,330,47,1,3.90
999,330,25,1,14.90
1000,330,49,1,9.90
1001,330,27,4,48.90
1002,330,5,2,18.90
1003,331,9,3,64.90
1004,331,41,1,41.00
1005,331,37,2,22.50
1006,332,43,1,17.50
1007,333,22,3,18.75
1008,333,12,1,24.90
1009,333,44,1,21.90
1010,333,47,5,3.90
1011,333,42,3,29.90
1012,334,5,1,18.90
1013,334,37,3,22.50
1014,334,6,1,72.00
1015,335,17,4,39.90
1016,335,25,1,14.90
1017,336,33,4,7.40
1018,336,20,1,42.00
1019,336,26,2,32.00
1020,336,40,6,6.50
1021,336,4,1,44.50
1022,336,35,1,10.50
1023,337,47,3,3.90
1024,337,22,5,18.75
1025,337,49,1,9.90
1026,338,27,3,48.90
1027,339,3,2,59.90
1028,340,50,4,6.75
1029,341,50,2,6.75
1030,342,24,2,7.50
1031,342,23,6,8.90
1032,342,13,1,45.00
1033,343,47,1,3.90
1034,344,16,2,12.90
1035,344,19,3,58.90
1036,344,9,3,64.90
1037,344,39,1,8.90
1038,345,24,3,7.50
1039,345,50,5,6.75
1040,346,46,1,26.50
1041,346,40,1,6.50
1042,346,32,8,6.90
1043,346,18,1,69.50
1044,346,6,4,72.00
1045,347,42,1,29.90
1046,347,49,5,9.90
1047,347,30,1,4.20
1048,347,8,3,39.90
1049,348,25,2,14.90
1050,348,29,3,9.80
1051,348,3,3,59.90
1052,348,15,3,119.00
1053,348,14,1,28.90
1054,349,49,4,9.90
1055,349,2,3,799.00
1056,349,22,5,18.75
1057,350,44,4,21.90
1058,350,19,4,58.90
1059,350,35,1,10.50
1060,350,30,8,4.20
1061,350,28,2,36.50
1062,350,37,10,22.50
1063,351,37,1,22.50
1064,351,26,1,32.00
1065,352,21,2,11.50
1066,352,17,1,39.90
1067,352,12,1,24.90
1068,353,6,3,72.00
1069,353,18,7,69.50
1070,353,40,2,6.50
1071,354,40,1,6.50
1072,354,42,1,29.90
1073,355,4,4,44.50
1074,355,46,5,26.50
1075,355,17,2,39.90
1076,355,2,4,799.00
1077,356,21,2,11.50
1078,356,37,5,22.50
1079,357,22,2,18.75
1080,357,27,8,48.90
1081,357,42,3,29.90
1082,357,24,1,7.50
1083,358,33,3,7.40
1084,358,46,3,26.50
1085,358,50,2,6.75
1086,358,48,1,5.80
1087,359,15,4,119.00
1088,359,37,3,22.50
1089,359,33,1,7.40
1090,359,49,5,9.90
1091,359,41,5,41.00
1092,359,36,3,24.90
1093,360,50,1,6.75
1094,360,24,2,7.50
1095,361,33,6,7.40
1096,361,5,3,18.90
1097,362,27,3,48.90
1098,362,44,1,21.90
1099,363,37,1,22.50
1100,363,32,1,6.90
1101,363,41,1,41.00
1102,363,13,3,45.00
1103,363,12,7,24.90
1104,363,30,4,4.20
1105,364,34,6,3.60
1106,365,22,1,18.75
1107,365,38,4,34.90
1108,365,39,1,8.90
1109,365,40,6,6.50
1110,366,9,4,64.90
1111,366,47,3,3.90
1112,366,12,5,24.90
1113,367,21,3,11.50
1114,367,29,3,9.80
1115,367,12,7,24.90
1116,368,49,7,9.90
1117,368,12,1,24.90
1118,369,7,1,21.50
1119,369,23,2,8.90
1120,369,19,2,58.90
1121,370,10,5,52.75
1122,370,7,4,21.50
1123,370,14,1,28.90
1124,370,36,6,24.90
1125,371,37,4,22.50
1126,371,28,3,36.50
1127,372,17,10,39.90
1128,372,6,4,72.00
1129,372,9,1,64.90
1130,373,18,4,69.50
1131,373,30,4,4.20
1132,373,41,1,41.00
1133,374,41,1,41.00
1134,374,3,3,59.90
1135,374,1,5,349.90
1136,375,13,5,45.00
1137,375,41,7,41.00
1138,376,12,2,24.90
1139,376,3,1,59.90
1140,377,19,3,58.90
1141,377,43,3,17.50
1142,377,32,2,6.90
1143,377,41,1,41.00
1144,377,26,8,32.00
1145,378,12,3,24.90
1146,378,30,2,4.20
1147,378,21,2,11.50
1148,379,2,1,799.00
1149,379,19,5,58.90
1150,379,18,2,69.50
